forecast_name,target_location,forecast_start_date,forecast_end_date,metric_name,vertical,log_cat,excluded_locations,control_locations,platform,custom_sql,covariates_sql,fbprophet_params,ci_control_locations,ci_covariates
goods_2022_03_summer_things,"Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область",2022-03-17,2022-03-31,paid_orders,General,Any,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,"select  create_date::date as ds
    , case when 'Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область' like '%'||cl.region ||'%' then 'target' 
        else cl.region        end as region
    , count(distinct co.deliveryorder_id) as y        
from dma.current_order  co
join DMA.current_order_item
    using(deliveryorder_id)
join dma.current_microcategories cm
    using(microcat_id)
join dma.current_locations cl 
    on  co.buyer_location_id = cl.location_id
where     true
    and 'Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия' not like '%'||cl.region||'%' 
    and create_date > current_date - 366*4
    and pay_date is not null
    and vertical = 'General'
group by 1,2 ",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 0.1}","cl_Пермский край,cl_Тульская область,cl_Новосибирская область,cl_Удмуртия,cl_Карелия,cl_Ульяновская область,cl_Томская область",
goods_2022_01_delivery_clusters,"Краснодар,Нижний Новгород,Новосибирск",2022-01-01,2022-01-24,items_started,General,Any,"Пермский край,Тульская область,Рязанская область,Саратовская область,Смоленская область,Кемеровская область,Башкортостан,Иркутская область",,,,"select create_date::date as ds, avg(delivery_revenue) as delivery_price, case when create_date::date>'2021-10-16' then 1 else 0 end as after_test_period from dma.current_order where workflow = 'delivery-c2c' and perform_date is not null and create_date::date >= '2019-01-01' group by 1,3 order by 1","{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 0.1}","cl_Керчь,cl_Калининград",
Realty_9_2021_Fed_efficiency_project,Any,2021-09-15,2021-11-16,buyers,Realty,Any,-none-,,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 1.0}",,
Goods_8_2021_Fed_efficiency_project,Any,2021-08-16,2021-09-09,buyers,General,Any,-none-,,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 1.0}",,
Realty_6_2021_Fed_efficiency_project,Any,2021-06-14,2021-08-22,buyers,Realty,Any,-none-,,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 10.0}",,
goods.spareparts_vladiv_sellers_apr_may_22,Владивосток,2022-04-21,2022-05-31,new listers,SpareParts,Any,"Бурятия,Саха (Якутия),Забайкальский край,Камчатский край,Приморский край,Хабаровский край,Амурская область,Магаданская область,Сахалинская область,Еврейская АО,Чукотский АО",,,"with users_logcats as (
    select ci.user_id, 
        ci.item_id,
        cm.logical_category_id, 
        ci.StartTime::date as event_date,
        ci.location_id,
        row_number() over (partition by ci.user_id, cm.logical_category_id order by ci.StartTime asc) as rnk
    from DMA.current_item ci 
    join DMA.current_microcategories cm using(Microcat_id)
    where true 
        and vertical = 'SpareParts'
        -- and vertical = 'General'
        and (not ci.isdead or datediff('day', ci.StartTime, ci.death_date) >= 30)
        and ci.StartTime >= '20190101'
)
select event_date::date as ds,
    (case when city = 'Владивосток' then 'target' else region end) as region, 
    count(distinct user_id) as y
from users_logcats ld
join DMA.current_locations cl on cl.location_id = ld.location_id
where rnk = 1 
    and event_date >= '20190101'
    and country = 'все регионы'
    and (city = 'Владивосток' 
            or region not in ('Бурятия', 'Саха (Якутия)', 'Забайкальский край', 'Камчатский край', 'Приморский край', 'Хабаровский край', 
                            'Амурская область', 'Магаданская область', 'Сахалинская область', 'Еврейская АО', 'Чукотский АО'))
group by 1,2 ",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 10.0}",cl_Дагестан,
goods_2022_09_new_stuff,"Архангельская область,Чувашия,Владимирская область,Белгородская область,Удмуртия,Оренбургская область,Мурманская область,Смоленская область,Ивановская область,Пермский край",2022-09-19,2022-10-23,buyers,General,General.Fashion,-none-,"Ростовская область,Томская область,Еврейская АО,Киров,Новосибирская область,Воронежская область,Костромская область,Амурская область,Брянская область,Крым,Уфа,Улан-Удэ,Красноярский край,Комсомольск-на-Амуре,Тюменская область",,"select EventDate::date as ds
, (case when 'Архангельская область,Чувашия,Владимирская область,Белгородская область,Удмуртия,Оренбургская область,Мурманская область,Смоленская область,Ивановская область,Пермский край' like '%'||cl.region||'%' then 'target'
        when 'Тюменская область,Красноярский край,Новосибирская область,Воронежская область,Костромская область,Амурская область,Брянская область,Ростовская область,Томская область,Еврейская АО,Крым' like '%'||cl.region||'%' then region
        else city end) as region
, count(distinct csc.Cookie_id) as y
from DMA.click_stream_contacts csc
join DMA.current_microcategories cm using(microcat_id)
join DMA.current_locations cl using(location_id)
where EventDate::date >= '20190101'
and (vertical = 'General'  or vertical = 'SpareParts')
and cm.Param1 = 'Женская одежда'
and country = 'все регионы'
and (('Тюменская область,Красноярский край,Новосибирская область,Воронежская область,Костромская область,Амурская область,Брянская область,Ростовская область,Томская область,Еврейская АО,Архангельская область,Чувашия,Владимирская область,Белгородская область,Удмуртия,Оренбургская область,Мурманская область,Смоленская область,Ивановская область,Пермский край,Крым') like '%'||cl.region||'%'
    or ('Киров,,Уфа,Улан-Удэ,Комсомольск-на-Амуре') like '%'||cl.City||'%' )
and item_id not in (select item_id from dma.current_item where isDead)
group by 1,2
order by 1,2",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.01}",,
SE_June-July_22,"Краснодар,Ростов-на-Дону,Казань",2022-06-06,2022-07-31,buyers,Services,Services.TransportationAndDelivery,"Москва,Московская область,Санкт-Петербург,Ленинградская область",,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Севастополь,cl_Омск,cl_Адыгея",
goods_2022_04_delivery_to_sellers_logcats,Any,2022-04-01,2022-04-24,new_users_with_delivery_ratio,General,General.Hobby,-none-,,,"with users_logcats as (
    select ci.user_id, 
        ci.item_id,
        ci.isDeliveryActive,
        cm.logical_category, 
        cm.logical_category_id, 
        ci.StartTime::date as event_date,
        row_number() over (partition by ci.user_id, cm.logical_category_id order by ci.StartTime asc) as rnk
    from DMA.current_item ci 
    join DMA.current_microcategories cm using(Microcat_id)
    where vertical in ('General', 'SpareParts')
        and (not ci.isdead or datediff('day', ci.StartTime, ci.death_date) >= 30)
        and ci.StartTime >= '20160101'
),
user_segments as 
(
    select event_date, 
        ld.user_id, 
        ld.rnk, 
        ld.logical_category_id,
        ld.item_id,
        ld.isDeliveryActive,
        max(nvl(usm.segment_rank, ls.segment_rank)) over(partition by ld.user_id, ld.logical_category_id) as max_user_segment_rank
    from users_logcats ld
    left join dma.user_segment_market usm
           on usm.user_id = ld.user_id
          and usm.logical_category_id = ld.logical_category_id
          and usm.converting_date interpolate previous value ld.event_date
    -- в справочнике есть дефолтный сегмент для каждой логической категории
    left join dict.segmentation_ranks ls on ls.logical_category_id = ld.logical_category_id and ls.is_default
    where event_date >= '20170101'
        and ld.logical_category = 'General.Hobby'
)
select event_date::date as ds,
    'target' as region, 
    sum(new_listers_with_delivery)/sum(new_listers) as y
from 
    (
    select event_date,
        count(distinct hash(user_segments.user_id, logical_category_id)) as new_listers,
        count(distinct case when isDeliveryActive = True then item_id end) as new_listers_with_delivery
    from user_segments
    where rnk = 1 
        and max_user_segment_rank = 101
    group by 1 
    ) t
group by 1 
order by 1
limit 50000",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.01}",,
goods_2022_10_spareparts_t1,"Пермь,Пенза,Петропавловск-Камчатский,Майкоп,Брянск,Владикавказ,Рязань",2022-10-01,2022-10-31,items_started,SpareParts,Any,-none-,"Омская область,Хакасия,Бурятия,Республика Алтай,Ямало-Ненецкий АО,Тамбовская область",,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
b2b_brand_common_Jun_July_22,Any,2022-06-01,2022-07-10,items_started,Services,Any,-none-,,,"select   StartTime::date as ds,
        'target' as region,
        count(distinct Item_id) as y        
from DMA.current_item sie 
join DMA.current_microcategories cm on cm.microcat_id = sie.microcat_id
join DMA.current_locations cl on cl.location_id = sie.location_id
where  StartTime::date >= '20190101'
        and country = 'все регионы'
        and vertical = 'Services'
    group by 1
order by 1",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
goods.spareparts_vladiv_sellers_apr_may_22,Владивосток,2022-04-21,2022-05-31,new listers,General,Any,"Бурятия,Саха (Якутия),Забайкальский край,Камчатский край,Приморский край,Хабаровский край,Амурская область,Магаданская область,Сахалинская область,Еврейская АО,Чукотский АО",,,"with users_logcats as (
    select ci.user_id, 
        ci.item_id,
        cm.logical_category_id, 
        ci.StartTime::date as event_date,
        ci.location_id,
        row_number() over (partition by ci.user_id, cm.logical_category_id order by ci.StartTime asc) as rnk
    from DMA.current_item ci 
    join DMA.current_microcategories cm using(Microcat_id)
    where true 
        -- and vertical = 'SpareParts'
        and vertical = 'General'
        and (not ci.isdead or datediff('day', ci.StartTime, ci.death_date) >= 30)
        and ci.StartTime >= '20190101'
)
select event_date::date as ds,
    (case when city = 'Владивосток' then 'target' else region end) as region, 
    count(distinct user_id) as y
from users_logcats ld
join DMA.current_locations cl on cl.location_id = ld.location_id
where rnk = 1 
    and event_date >= '20190101'
    and country = 'все регионы'
    and (city = 'Владивосток' 
            or region not in ('Бурятия', 'Саха (Якутия)', 'Забайкальский край', 'Камчатский край', 'Приморский край', 'Хабаровский край', 
                            'Амурская область', 'Магаданская область', 'Сахалинская область', 'Еврейская АО', 'Чукотский АО'))
group by 1,2 ",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
Media_Auto_aug_oct_2022,"Красноярск,Владивосток,Новосибирск",2022-08-15,2022-10-23,item_view,Transport,"Transport.UsedCars,Transport.NewCars",-none-,,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}","cl_Нижний Новгород,cl_Нижегородская область,cl_Воронеж,cl_Иваново,cl_Владимир,cl_Ангарск,cl_Вологда",
goods.spareparts_vladiv_buyers_jul_aug_22,Владивосток,2022-07-20,2022-08-31,new buyers,SpareParts,Any,"Бурятия,Саха (Якутия),Забайкальский край,Камчатский край,Приморский край,Хабаровский край,Амурская область,Магаданская область,Сахалинская область,Еврейская АО,Чукотский АО",,,"select  EventDate::date as ds
        , (case when city = 'Владивосток' then 'target' else region end) as region
        , count(distinct csc.Cookie_id) as y        
from DMA.click_stream_contacts csc 
join DMA.current_microcategories cm using(microcat_id)
join DMA.current_locations cl using(location_id)
join DMA.buyer_birthday bb on bb.Cookie_id = csc.Cookie_id and bb.first_contact_event_date = csc.EventDate
where EventDate::date >= '20190101' 
        and vertical = 'SpareParts'
        -- and vertical = 'General'
        and country = 'все регионы'
        and (city = 'Владивосток' 
            or region not in ('Бурятия', 'Саха (Якутия)', 'Забайкальский край', 'Камчатский край', 'Приморский край', 'Хабаровский край', 
                            'Амурская область', 'Магаданская область', 'Сахалинская область', 'Еврейская АО', 'Чукотский АО'))
        and user_id not in (select user_id from dma.current_user where isTest)
        and item_id not in (select item_id from dma.current_item where isDead)
group by 1,2
order by 1,2",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 1.0}",cl_Саратовская область,
goods_2021_08_back2school,"Санкт-Петербург,Ленинградская область",2021-08-16,2021-09-09,items_started,General,General.GoodsForChildren,-none-,"Карелия,Калининградская область,Адыгея,Новгородская область",,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear'}",,
AUTO_2726_ООН_incremental_test,"Екатеринбург,Омск,Сургут,Тюмень,Курган",2022-03-01,2022-03-31,reactivated_listers,Transport,"Transport.UsedCars,Transport.NewCars","Москва,Московская область,Санкт-Петербург,Ленинградская область,Ростовская область,Красноярский край,Волгоградская область,Нижегородская область,Челябинская область,Новосибирская область,Пермский край,Татарстан,Красноярский край",,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear'}","cl_Назрань,cl_Ямало-Ненецкий АО",
goods_2021_08_back2school,"Санкт-Петербург,Ленинградская область",2021-08-16,2021-09-09,buyers,General,General.Fashion,-none-,"Карелия,Калининградская область,Адыгея,Новгородская область",,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear'}",,
yandex_app_installs_incr_2022_12_android,"Свердловская область,Ростовская область,Самарская область,Новосибирская область,Башкортостан,Московская область,Алтайский край,Кемеровская область,Тюменская область,Приморский край,Забайкальский край,Пермский край,Кировская область,Тверская область,Хабаровский край,Оренбургская область,Ханты-Мансийский АО,Чувашия,Чеченская Республика,Владимирская область,Белгородская область,Рязанская область,Мурманская область,Курская область,Ленинградская область,Смоленская область,Бурятия,Курганская область,Амурская область,Кабардино-Балкария,Костромская область,Саха (Якутия),Марий Эл,Мордовия,Ямало-Ненецкий АО,Сахалинская область,Калмыкия,Республика Алтай,Магаданская область,Еврейская АО,Чукотский АО",2022-12-01,2022-12-31,installs,Any,Any,"Москва,Санкт-Петербург","Краснодарский край,Татарстан,Иркутская область,Ставропольский край,Нижегородская область,Челябинская область,Саратовская область,Вологодская область,Волгоградская область,Воронежская область,Красноярский край,Ярославская область,Крым,Дагестан,Омская область,Тульская область,Коми,Астраханская область,Ульяновская область,Удмуртия,Липецкая область,Калининградская область,Брянская область,Калужская область,Томская область,Пензенская область,Ивановская область,Тамбовская область,Архангельская область,Карелия,Северная Осетия,Камчатский край,Орловская область,Псковская область,Хакасия,Ингушетия,Адыгея,Тыва,Карачаево-Черкесия,Ненецкий АО",,"select 
    event_time::date as ds, 
    case when Region in ('Свердловская область','Ростовская область','Самарская область','Новосибирская область','Башкортостан','Московская область','Алтайский край','Кемеровская область','Тюменская область','Приморский край','Забайкальский край','Пермский край','Кировская область','Тверская область','Хабаровский край','Оренбургская область','Ханты-Мансийский АО','Чувашия','Чеченская Республика','Владимирская область','Белгородская область','Рязанская область','Мурманская область','Курская область','Ленинградская область','Смоленская область','Бурятия','Курганская область','Амурская область','Кабардино-Балкария','Костромская область','Саха (Якутия)','Марий Эл','Мордовия','Ямало-Ненецкий АО','Сахалинская область','Калмыкия','Республика Алтай','Магаданская область','Еврейская АО','Чукотский АО') 
then 'target' else Region end as region,
    count(distinct adjust_cookie_id) as y 
from dma.adjust_installs id
inner join dma.current_locations cl on id.location_id = cl.location_id 
and event_time::date > '2019-09-01' 
and Region not in ('Москва', 'Санкт-Петербург')
and adjust_event_type = 'install'
and adjust_platform = 'android'
group by 1,2 order by 1,2",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.05, 'changepoint_range': 0.95, 'growth': 'linear'}",,
CPT_goods_2022_hobby,"Владимирская область,Калужская область, Нижегородская область, Ростовская область,  Самарская область,Свердловская область, Тверская область,Тульская область,Ярославская область",2022-10-04,2022-10-18,classified_amount_net_adj,General,General.Hobby,-none-,,,"select purt.event_date as ds
    , case when 'Владимирская область,Калужская область, Нижегородская область, Ростовская область,  Самарская область,Свердловская область, Тверская область,Тульская область,Ярославская область' like '%'||cl.region||'%' then 'target' 
        else cl.region end as region
    ,sum(purt.transaction_amount_net_adj) as y
from dma.v_paying_user_report_full purt 
left join dma.current_locations cl using(location_id) 
where purt.event_date::date >= '2018-07-01' 
and is_revenue = true and is_classified = true 
and subcategory in ('Книги и журналы', 'Коллекционирование') 
group by 1,2",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}",cl_Москва,
goods_2021_08_back2school,"Свердловская область,Челябинская область,Тюменская область",2021-08-16,2021-09-09,buyers,General,Any,-none-,"Омская область,Томская область,Курганская область",,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}",,
SE_June-July_22,"Краснодар,Ростов-на-Дону,Казань",2022-06-06,2022-07-31,buyers,Services,Services.MajorRepair,"Москва,Московская область,Санкт-Петербург,Ленинградская область",,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Воронеж,cl_Вологда,cl_Самара,cl_Белгород,cl_Челябинская область,cl_Уфа",
goods_2022_09_new_stuff,"Иркутская область,Кемеровская область,Екатеринбург,Ямало-Ненецкий АО,Нижнекамск",2022-09-19,2022-10-23,buyers,General,General.Fashion,-none-,"Ростовская область,Томская область,Еврейская АО,Киров,Новосибирская область,Воронежская область,Костромская область,Амурская область,Брянская область,Крым,Уфа,Улан-Удэ,Красноярский край,Комсомольск-на-Амуре,Тюменская область",,"select EventDate::date as ds
, (case when 'Иркутская область,Кемеровская область,Ямало-Ненецкий АО' like '%'||cl.region||'%' 
    or 'Екатеринбург,Нижнекамск' like '%'||cl.City||'%' then 'target'
    when 'Тюменская область,Красноярский край,Новосибирская область,Воронежская область,Костромская область,Амурская область,Брянская область,Ростовская область,Томская область,Еврейская АО,Крым' like '%'||cl.region||'%' then region 
    else city end) as region
, count(distinct csc.Cookie_id) as y
from DMA.click_stream_contacts csc
join DMA.current_microcategories cm using(microcat_id)
join DMA.current_locations cl using(location_id)
where EventDate::date >= '20190101'
and (vertical = 'General'  or vertical = 'SpareParts')
and cm.Param1 = 'Женская одежда'
and country = 'все регионы'
and (('Иркутская область,Кемеровская область,Ростовская область,Ямало-Ненецкий АО,Томская область,Еврейская АО,Новосибирская область,Воронежская область,Костромская область,Амурская область,Брянская область,Красноярский край,Тюменская область,Крым') like '%'||cl.region||'%'
    or ('Киров,,Уфа,Улан-Удэ,Комсомольск-на-Амуре,Нижнекамск,Екатеринбург') like '%'||cl.City||'%' )
and item_id not in (select item_id from dma.current_item where isDead)
group by 1,2
order by 1,2",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}",,
Goods_BTS Delivery_8_22_reg_roi,Any,2022-08-01,2022-09-04,buyers,General,Any,-none-,,,,,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
goods_2022_04_delivery_to_sellers,"Башкортостан,Воронежская область,Кемеровская область,Рязанская область,Мурманская область,Смоленская область,Томская область,Камчатский край,Еврейская АО,Магаданская область",2022-04-01,2022-04-24,orders_confirmed,General,Any,"Новосибирская область,Пермский край,Дагестан,Ульяновская область,Тверская область,Чувашия,Калужская область,Липецкая область,Саха (Якутия),Республика Алтай",,,"select  create_date::date as ds
        , case when 'Башкортостан,Воронежская область,Кемеровская область,Рязанская область,Мурманская область,Смоленская область,Томская область,Камчатский край,Еврейская АО,Магаданская область' like '%'||cl.region||'%' then 'target' 
            else cl.region        end as region
        , count(distinct co.deliveryorder_id) as y        
    from dma.current_order  co
    join DMA.current_order_item
        using(deliveryorder_id)
    join dma.current_microcategories cm
        using(microcat_id)
    join dma.current_locations cl 
        on  co.buyer_location_id = cl.location_id
    where     true
        and 'Новосибирская область,Пермский край,Дагестан,Ульяновская область,Тверская область,Чувашия,Калужская область,Липецкая область,Саха (Якутия),Республика Алтай' not like '%'||cl.region||'%'
        and create_date > current_date - 366*3 - 50
        and confirm_date is not null
        and vertical = 'General'
    group by 1,2 ",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.1}","cl_Челябинская область,cl_Вологодская область,cl_Москва,cl_Сахалинская область,cl_Свердловская область,cl_Кабардино-Балкария,cl_Владимирская область",
goods_2022_03_summer_things,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область",2022-03-17,2022-03-31,paid_orders,General,Any,"Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,"select  create_date::date as ds
    , case when 'Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область' like '%'||cl.region ||'%' then 'target' 
        else cl.region        end as region
    , count(distinct co.deliveryorder_id) as y        
from dma.current_order  co
join DMA.current_order_item
    using(deliveryorder_id)
join dma.current_microcategories cm
    using(microcat_id)
join dma.current_locations cl 
    on  co.buyer_location_id = cl.location_id
where     true
    and 'Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия' not like '%'||cl.region||'%' 
    and create_date > current_date - 366*4
    and pay_date is not null
    and vertical = 'General'
group by 1,2 ",,"{'seasonality_mode': 'additive', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.1}","cl_Тульская область,cl_Новосибирская область,cl_Пермский край,cl_Карелия,cl_Удмуртия,cl_Ульяновская область,cl_Марий Эл",
